 Wed May 02 11:09:07 PDT 2012  NRCS National Water and Climate Center - Provisional Data - subject to revision Alaska (PST) SNOTEL Site COLDFOOT
Site Id,Date,Time,SNWD.I-1 (in) ,
958,2010-08-13,,       0,
958,2010-08-14,,       0,
958,2010-08-15,,       0,
958,2010-08-16,,       0,
958,2010-08-17,,       0,
958,2010-08-18,,       0,
958,2010-08-19,,       0,
958,2010-08-20,,       0,
958,2010-08-21,,       0,
958,2010-08-22,,       0,
958,2010-08-23,,       0,
958,2010-08-24,,       0,
958,2010-08-25,,       0,
958,2010-08-26,,       0,
958,2010-08-27,,       0,
958,2010-08-28,,       0,
958,2010-08-29,,       0,
958,2010-08-30,,       0,
958,2010-08-31,,       0,
958,2010-09-01,,       0,
958,2010-09-02,,       0,
958,2010-09-03,,       0,
958,2010-09-04,,       0,
958,2010-09-05,,       0,
958,2010-09-06,,       0,
958,2010-09-07,,       0,
958,2010-09-08,,       0,
958,2010-09-09,,       0,
958,2010-09-10,,       0,
958,2010-09-11,,       0,
958,2010-09-12,,       0,
958,2010-09-13,,       0,
958,2010-09-14,,       0,
958,2010-09-15,,       0,
958,2010-09-16,,       0,
958,2010-09-17,,       0,
958,2010-09-18,,       0,
958,2010-09-19,,       0,
958,2010-09-20,,       0,
958,2010-09-21,,       0,
958,2010-09-22,,       0,
958,2010-09-23,,       0,
958,2010-09-24,,       0,
958,2010-09-25,,       0,
958,2010-09-26,,       0,
958,2010-09-27,,       0,
958,2010-09-28,,       0,
958,2010-09-29,,       0,
958,2010-09-30,,       0,
958,2010-09-30,23:59,-99.9,
958,2010-10-01,,       0,
958,2010-10-02,,       0,
958,2010-10-03,,       0,
958,2010-10-04,,       0,
958,2010-10-05,,       0,
958,2010-10-06,,       0,
958,2010-10-07,,       0,
958,2010-10-08,,       0,
958,2010-10-09,,       0,
958,2010-10-10,,       0,
958,2010-10-11,,       0,
958,2010-10-12,,       1,
958,2010-10-13,,       1,
958,2010-10-14,,       1,
958,2010-10-15,,       1,
958,2010-10-16,,       1,
958,2010-10-17,,       1,
958,2010-10-18,,       1,
958,2010-10-19,,       1,
958,2010-10-20,,       1,
958,2010-10-21,,       1,
958,2010-10-22,,       1,
958,2010-10-23,,       1,
958,2010-10-24,,       1,
958,2010-10-25,,       1,
958,2010-10-26,,       1,
958,2010-10-27,,       1,
958,2010-10-28,,       1,
958,2010-10-29,,       1,
958,2010-10-30,,       3,
958,2010-10-31,,       4,
958,2010-11-01,,       4,
958,2010-11-02,,       3,
958,2010-11-03,,       3,
958,2010-11-04,,       3,
958,2010-11-05,,       3,
958,2010-11-06,,       4,
958,2010-11-07,,       4,
958,2010-11-08,,       5,
958,2010-11-09,,       6,
958,2010-11-10,,       6,
958,2010-11-11,,       7,
958,2010-11-12,,       6,
958,2010-11-13,,       6,
958,2010-11-14,,       6,
958,2010-11-15,,       7,
958,2010-11-16,,       7,
958,2010-11-17,,       7,
958,2010-11-18,,       7,
958,2010-11-19,,       7,
958,2010-11-20,,       7,
958,2010-11-21,,       8,
958,2010-11-22,,       8,
958,2010-11-23,,      10,
958,2010-11-24,,      11,
958,2010-11-25,,      14,
958,2010-11-26,,      14,
958,2010-11-27,,      15,
958,2010-11-28,,      14,
958,2010-11-29,,      14,
958,2010-11-30,,      13,
958,2010-12-01,,      13,
958,2010-12-02,,      13,
958,2010-12-03,,      13,
958,2010-12-04,,      13,
958,2010-12-05,,      13,
958,2010-12-06,,      13,
958,2010-12-07,,      13,
958,2010-12-08,,      13,
958,2010-12-09,,      13,
958,2010-12-10,,      13,
958,2010-12-11,,      13,
958,2010-12-12,,      13,
958,2010-12-13,,      13,
958,2010-12-14,,      13,
958,2010-12-15,,      13,
958,2010-12-16,,      13,
958,2010-12-17,,      13,
958,2010-12-18,,      13,
958,2010-12-19,,      13,
958,2010-12-20,,      14,
958,2010-12-21,,      14,
958,2010-12-22,,      14,
958,2010-12-23,,      14,
958,2010-12-24,,      13,
958,2010-12-25,,      13,
958,2010-12-26,,      13,
958,2010-12-27,,      13,
958,2010-12-28,,      13,
958,2010-12-29,,      13,
958,2010-12-30,,      13,
958,2010-12-31,,      13,




